"Pk";"Tm";"Player";"College";"Yrs";"G";"MP";"PTS";"TRB";"AST";"FG.";"3P.";"FT.";"MP.1";"PTS.1";"TRB.1";"AST.1";"WS";"WS.48";"BPM";"VORP";"year"
36;"SFW";"Eddie Jackson";"Oklahoma City University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
37;"NYK";"Steve Nisenson";"Hofstra University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
38;"DET";"Ted Manning";"North Carolina Central University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
39;"BAL";"Charles Dinkens";"Miami University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
40;"PHI";"Richie Moore";"Villanova University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
41;"STL";"Theodore Werner";"Washington State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
42;"CIN";"Warren Isaac";"Iona College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
43;"LAL";"A.W. Davis";"University of Tennessee";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
44;"BOS";"Don Davidson";"Davidson College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
45;"SFW";"Jim Jarvis";"Oregon State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
46;"NYK";"Warren Davis";"North Carolina Agricultural and Technical State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
47;"DET";"Barry Smith";"High Point University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
48;"BAL";"Lavonne LeFlore";"Jackson State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
49;"PHI";"Mitch Edwards";"University of Texas-Pan American";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
50;"STL";"John Rambo";"California State University, Long Beach";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
51;"CIN";"Leon Clements";"Ouachita Baptist University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
52;"LAL";"Theo Cruz";"Seattle University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
53;"BOS";"Haskell Tison";"Duke University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
54;"SFW";"Dan Wolters";"University of California";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
55;"NYK";"Dale Neel";"High Point University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
56;"BAL";"Willie Somerset";"Duquesne University";"1";8;98;45;15;9;0,419;NA;0,818;12,3;5,6;1,9;1,1;0,1;0,056;NA;NA;1965
57;"PHI";"John Young";"Midwestern State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
58;"STL";"Terry Kunze";"University of Minnesota";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
59;"CIN";"Jeff Gehring";"Miami University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
60;"LAL";"Dwayne Cruze";"Idaho State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
61;"BOS";"George Deehan";"Lenoir-Rhyne College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
62;"SFW";"Willie Cotton";"Central State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
63;"NYK";"Frank Granat";"Alliance College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
64;"BAL";"Jim Murphy";"DePaul University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
65;"PHI";"Bob Barnek";"St. Bonaventure University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
66;"STL";"Cincinnatus Powell";"University of Portland";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
67;"CIN";"Jim Fox";"University of South Carolina";"10";743;17294;6945;5525;1201;0,479;NA;0,77;23,3;9,3;7,4;1,6;41,8;0,116;-0,2;2,8;1965
68;"LAL";"George Unseld";"University of Kansas";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
69;"NYK";"Jay Neary";"University of North Carolina at Wilmington";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
70;"BAL";"John Wendelkin";"College of the Holy Cross";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
71;"PHI";"Gene West";"Drake University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
72;"STL";"Leroy Walker";"Utah State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
73;"CIN";"Ron Krick";"University of Cincinnati";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
74;"LAL";"Marlbert Pradd";"Dillard University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
75;"NYK";"Wayne Molis";"Lewis University";"1";13;75;45;22;2;0,373;NA;0,538;5,8;3,5;1,7;0,2;-0,2;-0,099;NA;NA;1965
76;"BAL";"Bogie Redmon";"University of Illinois at Urbana-Champaign";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
77;"PHI";"Dean Church";"University of Louisiana at Lafayette";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
78;"STL";"Spencer Carlson";"Baylor University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
79;"CIN";"Richie Dec";"Seton Hall University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
80;"LAL";"Don Rae";"Montana State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
81;"NYK";"Bill Meyer";"Hiram College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
82;"BAL";"Thales McReynolds";"Miles College";"1";5;28;3;6;1;0,083;NA;0,5;5,6;0,6;1,2;0,2;-0,2;-0,356;NA;NA;1965
83;"PHI";"Curt Fromal";"La Salle University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
84;"STL";"Weldon Kytle";"Cleveland State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
85;"CIN";"Dick Maile";"Louisiana State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
86;"LAL";"Bob Andrews";"University of Alabama";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
87;"NYK";"Bob Trupin";"Yale University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
88;"BAL";"Walt Sahm";"University of Notre Dame";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
89;"PHI";"Dan Anderson";"Augsburg College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
90;"STL";"Elton McGriff";"Creighton University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
91;"CIN";"Robert McCollough";"Benedict College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
92;"NYK";"Dennis McGovern";"University of Rhode Island";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
93;"BAL";"Joe Ramsey";"Southern Illinois University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
94;"PHI";"Rich Parks";"University of Tulsa";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
95;"STL";"Mel Northway";"University of Minnesota";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
96;"CIN";"Oliver Jones";"Albany State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
97;"BAL";"Jerry Rook";"Arkansas State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
98;"PHI";"Jack Morgenthal";"University of Houston";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
99;"STL";"Terry Page";"University of Detroit Mercy";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
100;"CIN";"Larry Franks";"University of Texas at Austin";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
101;"BAL";"Dave Hicks";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
102;"PHI";"James Pitts";"University of Georgia";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
103;"STL";"George Pomey";"University of Michigan";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
104;"CIN";"Ronald Scharf";"Georgia Institute of Technology";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
105;"BAL";"Bunk Adams";"Ohio University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
106;"PHI";"Larry Rafferty";"Fairfield University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
107;"STL";"Bob Tolan";"Eastern Kentucky University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
108;"CIN";"Willie Porter";"Tennessee State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
109;"BAL";"Roger Taylor";"University of Illinois at Urbana-Champaign";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1965
1;"NYK";"Cazzie Russell";"University of Michigan";"12";817;22213;12377;3068;1838;0,464;NA;0,827;27,2;15,1;3,8;2,2;51,7;0,112;-2;0,1;1966
2;"DET";"Dave Bing";"Syracuse University";"12";901;32769;18327;3420;5397;0,441;NA;0,775;36,4;20,3;3,8;6;68,8;0,101;0,6;8,5;1966
3;"SFW";"Clyde Lee";"Vanderbilt University";"10";742;19885;5733;7626;788;0,432;NA;0,614;26,8;7,7;10,3;1,1;33,5;0,081;-2,4;-0,6;1966
4;"STL";"Lou Hudson";"University of Minnesota";"13";890;29794;17940;3926;2432;0,489;NA;0,797;33,5;20,2;4,4;2,7;81;0,131;0,1;5,9;1966
5;"BAL";"Jack Marin";"Duke University";"11";849;24590;12541;4405;1813;0,465;NA;0,843;29;14,8;5,2;2,1;59,3;0,116;-2,8;-1,4;1966
6;"CIN";"Walt Wesley";"University of Kansas";"10";590;10306;5002;3243;385;0,434;NA;0,63;17,5;8,5;5,5;0,7;9,5;0,044;-2,8;-0,1;1966
7;"LAL";"Jerry Chambers";"University of Utah";"4";239;3691;1931;739;182;0,442;NA;0,747;15,4;8,1;3,1;0,8;2,8;0,037;NA;NA;1966
8;"BOS";"Jim Barnett";"University of Oregon";"11";732;17410;8536;2259;2232;0,435;NA;0,797;23,8;11,7;3,1;3;33,2;0,092;-2,2;-0,3;1966
9;"PHI";"Matt Guokas";"Saint Joseph's University";"10";735;16603;4285;1446;2174;0,489;NA;0,727;22,6;5,8;2;3;26,7;0,077;-3,8;-2,2;1966
10;"CHI";"Dave Schellhase";"Purdue University";"2";73;513;208;76;60;0,349;NA;0,567;7;2,8;1;0,8;-0,6;-0,061;NA;NA;1966
11;"NYK";"Henry Akin";"Morehead State University";"2";86;712;304;177;39;0,351;NA;0,676;8,3;3,5;2,1;0,5;-1,2;-0,084;NA;NA;1966
12;"DET";"Dorie Murrey";"University of Detroit Mercy";"6";357;4486;1683;1555;226;0,425;NA;0,679;12,6;4,7;4,4;0,6;6,5;0,07;NA;NA;1966
13;"SFW";"Joe Ellis";"University of San Francisco";"8";524;10374;4623;2686;716;0,398;NA;0,727;19,8;8,8;5,1;1,4;5;0,023;-5,2;-0,4;1966
14;"STL";"Dick Snyder";"Davidson College";"13";964;25676;11755;2732;2767;0,488;NA;0,824;26,6;12,2;2,8;2,9;58,3;0,109;-0,5;4;1966
15;"BAL";"Neil Johnson";"Creighton University";"4";202;2263;798;685;217;0,426;NA;0,613;11,2;4;3,4;1,1;2;0,042;NA;NA;1966
16;"CIN";"Jerry Lee Wells";"Oklahoma City University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
17;"LAL";"Hank Finkel";"University of Dayton";"9";551;6866;2790;2151;426;0,449;NA;0,662;12,5;5,1;3,9;0,8;13,5;0,094;-4,9;-0,7;1966
18;"BOS";"Leon Clark";"University of Wyoming";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
19;"PHI";"Bill Melchionni";"Villanova University";"2";144;1450;640;202;203;0,412;NA;0,673;10,1;4,4;1,4;1,4;1;0,033;NA;NA;1966
20;"CHI";"Erwin Mueller";"University of San Francisco";"6";425;9541;3248;2050;853;0,429;NA;0,627;22,4;7,6;4,8;2;9,6;0,048;NA;NA;1966
21;"NYK";"Stew Johnson";"Murray State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
22;"DET";"Ollie Darden";"University of Michigan";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
23;"SFW";"Stephen Chubin";"University of Rhode Island";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
24;"STL";"Tommy Kron";"University of Kentucky";"3";184;3139;1193;603;518;0,389;NA;0,753;17,1;6,5;3,3;2,8;1,8;0,028;NA;NA;1966
25;"BAL";"Dave Wagnon";"Idaho State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
26;"CIN";"Jim Ware";"Oklahoma City University";"2";63;429;143;146;13;0,284;NA;0,647;6,8;2,3;2,3;0,2;-1,1;-0,125;NA;NA;1966
27;"LAL";"John Block";"University of Southern California";"10";597;14316;7106;3965;805;0,433;NA;0,778;24;11,9;6,6;1,3;32,7;0,11;-1,4;0,4;1966
28;"BOS";"Gary Turner";"Texas Christian University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
29;"PHI";"Donnie Freeman";"University of Illinois at Urbana-Champaign";"1";64;1480;689;180;171;0,434;NA;0,819;23,1;10,8;2,8;2,7;2,4;0,078;-1,8;0,1;1966
30;"CHI";"Ed Bodkin";"Eastern Kentucky University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
31;"NYK";"Lee DeFore";"Auburn University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
32;"DET";"Jeffrey Congdon";"Brigham Young University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
33;"SFW";"Stephen Vacendak";"Duke University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
34;"STL";"Bob McIntyre";"St. John's University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
35;"BAL";"George Peeples";"University of Iowa";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
36;"CIN";"Charles Schmaus";"Virginia Military Institute";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
37;"LAL";"Archie Clark";"University of Minnesota";"10";725;23581;11819;2427;3498;0,48;NA;0,769;32,5;16,3;3,3;4,8;64,7;0,132;-0,3;2,5;1966
38;"BOS";"Johnny Austin";"Boston College";"1";4;61;23;7;4;0,227;NA;0,813;15,3;5,8;1,8;1;-0,1;-0,043;NA;NA;1966
39;"PHI";"Ken Wilburn";"Central State University";"1";7;40;18;13;3;0,471;NA;0,25;5,7;2,6;1,9;0,4;0;0,038;NA;NA;1966
40;"CHI";"Jim Williams";"Temple University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
41;"NYK";"Ron Jackson";"Clark Atlanta University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
42;"DET";"William Pickens";"Georgia Southern University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
43;"SFW";"Tom Kerwin";"Centenary College of Louisiana";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
44;"STL";"Dick Nemelka";"Brigham Young University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
45;"BAL";"John Beasley";"Texas A&M University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
46;"BAL";"John Jones";"Louisiana State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
47;"CIN";"Richard Parks";"Saint Louis University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
48;"LAL";"Stan Washington";"Michigan State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
49;"PHI";"Tom Duff";"Saint Joseph's University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
50;"CHI";"Larry Humes";"University of Evansville";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
51;"NYK";"George Fisher";"University of Utah";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
52;"DET";"Carroll Hooser";"Southern Methodist University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
53;"SFW";"Jim Pitts";"Northwestern University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
54;"STL";"Lonnie Wright";"Colorado State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
55;"BAL";"Jeff Newman";"University of Pennsylvania";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
56;"CIN";"Steve Cunningham";"Western Kentucky University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
57;"LAL";"Keith Thomas";"Vanderbilt University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
58;"BOS";"Charlie Hunter";"Oklahoma City University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
59;"PHI";"Red Robbins";"University of Tennessee";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
60;"NYK";"Mike Dabich";"New Mexico State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
61;"DET";"Ted Manning";"North Carolina Central University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
62;"SFW";"Lon Hughey";"California State University, Fresno";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
63;"STL";"Jay Neary";"University of North Carolina at Wilmington";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
64;"BAL";"Dave Mills";"DePaul University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
65;"CIN";"Gary Schull";"Florida State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
66;"LAL";"Tab Jackson";"Albertson College of Idaho";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
67;"BOS";"Jerry Ward";"University of Maryland";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
68;"CHI";"John Comeaux";"Grambling State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
69;"NYK";"Mike Silliman";"United States Military Academy";"1";36;366;91;62;23;0,456;NA;0,487;10,2;2,5;1,7;0,6;0,3;0,037;NA;NA;1966
70;"DET";"George McNeil";"Southern Illinois University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
71;"SFW";"Ken Washington";"University of California, Los Angeles";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
72;"STL";"Brian Williams";"Xavier University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
73;"BAL";"Roland West";"University of Cincinnati";"1";4;14;4;5;0;0,4;NA;NA;3,5;1;1,3;0;0;-0,003;NA;NA;1966
74;"CIN";"Ron Krick";"University of Cincinnati";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
75;"LAL";"John Wetzel";"Virginia Polytechnic Institute and State University";"7";357;4714;1215;682;494;0,429;NA;0,81;13,2;3,4;1,9;1,4;6,6;0,068;-2;0;1966
76;"BOS";"Russ Gumina";"University of San Francisco";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
77;"CHI";"Bill Curtis";"Michigan State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
78;"NYK";"Bill Turner";"University of Akron";"6";294;4060;1597;1039;167;0,407;NA;0,728;13,8;5,4;3,5;0,6;4,8;0,057;NA;NA;1966
79;"STL";"Al Grant";"Long Island University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
80;"BAL";"Chuck Gardner";"University of Colorado";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
81;"CIN";"Billy Smith";"Loyola University of Chicago";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
82;"LAL";"Julian Hammond";"University of Tulsa";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
83;"PHI";"Pat Caldwell";"Rockhurst University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
84;"CHI";"Gene Summers";"Northern Michigan University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
85;"NYK";"Richard Moore";"Hiram Scott College";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
86;"STL";"Don Yates";"University of Minnesota";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
87;"BAL";"Guy Manning";"Prairie View A&M University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
88;"CIN";"Freddie Lewis";"Arizona State University";"2";64;886;373;91;96;0,401;NA;0,771;13,8;5,8;1,4;1,5;0,6;0,031;-5;-0,4;1966
89;"LAL";"Mike Rooney";"University of Oklahoma";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
90;"PHI";"Bob Bedell";"Stanford University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
91;"CHI";"Don Swanson";"DePaul University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
92;"NYK";"Rich Dyer";"New York University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
93;"STL";"Curt Gammell";"Pacific Lutheran University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
94;"BAL";"Stan McKenzie";"New York University";"7";396;7479;3579;1117;611;0,444;NA;0,802;18,9;9;2,8;1,5;14,5;0,093;-8,5;-0,2;1966
95;"CIN";"R.B. Lynam";"Oklahoma Baptist University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
96;"LAL";"George Grams";"Purdue University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
97;"CHI";"Carver Clinton";"Pennsylvania State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
98;"NYK";"Dave Deutsch";"University of Rochester";"1";19;93;21;21;15;0,167;NA;0,45;4,9;1,1;1,1;0,8;-0,5;-0,24;NA;NA;1966
99;"STL";"Lonnie Lynn";"Wilberforce University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
100;"BAL";"Grant Simmons";"University of Nebraska";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
101;"NYK";"Bob Bennett";"University of North Carolina";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
102;"STL";"Nick Aloi";"Bowling Green State University";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1966
